Date,Open,High,Low,Close,Adj Close,Volume
2004-09-03,34.797989,35.217468,34.683582,34.683582,22.454540,2244670
2004-09-07,34.750320,35.350941,34.750320,35.131668,22.744631,4262146
2004-09-08,34.969593,35.160267,34.616848,34.769386,22.510084,4007365
2004-09-09,34.769386,34.912392,34.349903,34.635914,22.423670,3600702
2004-09-10,34.445240,34.797989,34.368973,34.750320,22.497746,3744194
2004-09-13,34.750320,35.045864,34.511978,34.979130,22.645878,3629128
2004-09-14,34.893326,35.169804,34.826588,35.074467,22.707600,2174393
2004-09-15,35.074467,35.255604,34.626381,34.683582,22.454540,2120374
2004-09-16,34.654984,35.169804,34.569180,34.864723,22.571812,2843284
2004-09-17,35.131668,35.274673,34.874256,35.026794,22.676739,2854297
2004-09-20,34.740784,35.160267,34.597778,34.874256,22.577988,2141038
2004-09-21,34.874256,34.988663,34.235500,34.483376,22.324924,3504937
2004-09-22,34.197365,34.197365,33.596741,33.854153,21.917547,3818666
2004-09-23,33.739746,33.987625,33.491871,33.844620,21.911379,3091351
2004-09-24,33.701614,33.825550,33.558605,33.692078,21.812624,1877866
2004-09-27,33.482338,33.701614,33.415604,33.453735,21.658319,2887023
2004-09-28,33.463268,34.159229,33.367931,33.930420,21.966925,3244387
